Trust_Code,Trust_Name,Region,Specialty,Reporting_Month,Patients_Waiting,Number_Waiting_Over_18_Weeks,RTT_18wk_Standard_Met,Median_Wait_Weeks,Number_Waiting_Over_52_Weeks
RXH,Sherbourne Nhs Foundation Trust,North East,Cardiology,01/08/2024,5688,1677,No,11.4,200
RXH,Sherbourne Nhs Foundation Trust,North East,T&O,01/12/2023,1109,554,No,12.5,65
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,Urology,01/02/2023,2769,1117,No,14.1,171
RXA,Northgate Nhs Foundation Trust,North West,ENT,01/04/2024,4155,1313,No,14.9,93
RXD,Kingswood Nhs Foundation Trust,South East,Gastroenterology,01/03/2024,2468,1001,No,19.8,39
RXF,Harborview Nhs Foundation Trust,South West,ENT,01/04/2024,4842,1639,No,15.4,203
RXF,Harborview Nhs Foundation Trust,South West,General Surgery,01/05/2023,5800,1075,No,11,226
RXD,Kingswood Nhs Foundation Trust,South East,T&O,01/08/2023,5347,1442,No,12,0
RXA,Northgate Nhs Foundation Trust,North West,General Surgery,01/02/2024,1553,300,No,13.1,21
RXE,Vale Of Aldern Nhs Trust,West Midlands,ENT,01/12/2024,3247,700,No,17.2,105
RXC,Riverside University Hospitals Trust,London,ENT,01/04/2023,3296,948,No,12.4,25
RXA,Northgate Nhs Foundation Trust,North West,General Surgery,01/06/2024,1293,188,No,16.5,34
RXD,Kingswood Nhs Foundation Trust,South East,Urology,01/09/2024,1921,641,No,12.1,75
RXB,Eastfield General Hospitals Trust,East Of England,Gastroenterology,01/01/2024,618,252,No,8,32
RXB,Eastfield General Hospitals Trust,East Of England,General Surgery,01/04/2024,1680,469,No,13.1,36
RXF,Harborview Nhs Foundation Trust,South West,Gastroenterology,01/11/2023,5974,2471,No,10.8,98
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,Urology,01/12/2023,2758,694,No,15.6,130
RXB,Eastfield General Hospitals Trust,East Of England,Gastroenterology,01/06/2023,1075,327,No,16.2,30
RXB,Eastfield General Hospitals Trust,East Of England,Gastroenterology,01/09/2023,975,403,No,10.4,77
RXH,Sherbourne Nhs Foundation Trust,North East,ENT,01/03/2023,5658,1366,No,10.9,173
RXH,Sherbourne Nhs Foundation Trust,North East,Ophthalmology,01/11/2023,4390,1481,No,17.1,0
RXC,Riverside University Hospitals Trust,London,Gastroenterology,01/12/2024,3063,925,No,14.3,164
RXD,Kingswood Nhs Foundation Trust,South East,General Surgery,01/11/2024,5736,1482,No,13.2,103
RXA,Northgate Nhs Foundation Trust,North West,T&O,01/09/2023,2921,733,No,19.8,63
RXB,Eastfield General Hospitals Trust,East Of England,Urology,01/01/2024,4842,1915,No,17,105
RXD,Kingswood Nhs Foundation Trust,South East,Ophthalmology,01/10/2023,2051,497,No,9.8,25
RXA,Northgate Nhs Foundation Trust,North West,Urology,01/05/2023,832,260,No,16.4,38
RXF,Harborview Nhs Foundation Trust,South West,Dermatology,01/07/2023,2825,1157,No,16.4,0
RXH,Sherbourne Nhs Foundation Trust,North East,Ophthalmology,01/09/2024,4357,1137,No,16.2,179
RXC,Riverside University Hospitals Trust,London,T&O,01/01/2023,4372,1090,No,16,205
RXF,Harborview Nhs Foundation Trust,South West,Ophthalmology,01/07/2024,2713,1358,No,15.3,212
RXH,Sherbourne Nhs Foundation Trust,North East,Dermatology,01/05/2024,3476,533,No,9.9,45
RXB,Eastfield General Hospitals Trust,East Of England,General Surgery,01/09/2023,1339,428,No,15.6,30
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,Gastroenterology,01/09/2024,2447,657,No,19.3,64
RXE,Vale Of Aldern Nhs Trust,West Midlands,Ophthalmology,01/09/2024,2277,741,No,20.6,44
RXH,Sherbourne Nhs Foundation Trust,North East,Cardiology,01/11/2023,5470,2175,No,11.2,88
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,General Surgery,01/02/2024,2353,697,No,12.7,95
RXH,Sherbourne Nhs Foundation Trust,North East,Ophthalmology,01/01/2024,4330,1105,No,14.6,149
RXH,Sherbourne Nhs Foundation Trust,North East,Cardiology,01/12/2024,5784,2082,No,23.8,394
RXH,Sherbourne Nhs Foundation Trust,North East,General Surgery,01/06/2024,1224,527,No,12,49
RXC,Riverside University Hospitals Trust,London,Cardiology,01/10/2023,6319,1278,No,14.2,173
RXH,Sherbourne Nhs Foundation Trust,North East,Cardiology,01/10/2024,5794,2913,No,16.5,261
RXB,Eastfield General Hospitals Trust,East Of England,General Surgery,01/09/2024,1847,36,Yes,11.8,2
RXA,Northgate Nhs Foundation Trust,North West,Dermatology,01/02/2024,2316,853,No,10.2,120
RXD,Kingswood Nhs Foundation Trust,South East,Cardiology,01/07/2024,2558,1214,No,19.8,141
RXA,Northgate Nhs Foundation Trust,North West,T&O,01/03/2023,2581,814,No,11,58
RXA,Northgate Nhs Foundation Trust,North West,Cardiology,01/05/2023,5694,2058,No,18.7,438
RXF,Harborview Nhs Foundation Trust,South West,General Surgery,01/03/2024,5876,1910,No,18.6,515
RXE,Vale Of Aldern Nhs Trust,West Midlands,General Surgery,01/09/2023,2552,705,No,9.5,69
RXE,Vale Of Aldern Nhs Trust,West Midlands,General Surgery,01/09/2024,2637,1020,No,16.8,79
RXC,Riverside University Hospitals Trust,London,Dermatology,01/05/2024,3747,1079,No,14.8,285
RXB,Eastfield General Hospitals Trust,East Of England,Urology,01/04/2023,4854,1559,No,2.4,99
RXB,Eastfield General Hospitals Trust,East Of England,Cardiology,01/10/2024,1164,489,No,14.7,86
RXE,Vale Of Aldern Nhs Trust,West Midlands,T&O,01/04/2023,5905,1158,No,15.8,174
RXE,Vale Of Aldern Nhs Trust,West Midlands,ENT,01/01/2024,3074,843,No,10.4,109
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,Dermatology,01/05/2023,2872,1080,No,11.6,119
RXC,Riverside University Hospitals Trust,London,Gastroenterology,01/05/2024,3147,877,No,10.7,73
RXE,Vale Of Aldern Nhs Trust,West Midlands,Urology,01/04/2023,2938,1500,No,14.5,194
RXC,Riverside University Hospitals Trust,London,ENT,01/10/2023,3284,1192,No,15.9,238
RXD,Kingswood Nhs Foundation Trust,South East,ENT,01/12/2024,5712,1480,No,18.2,312
RXF,Harborview Nhs Foundation Trust,South West,T&O,01/08/2024,4939,1650,No,14.7,109
RXC,Riverside University Hospitals Trust,London,Ophthalmology,01/09/2024,2607,1079,No,12.5,82
RXF,Harborview Nhs Foundation Trust,South West,Ophthalmology,01/03/2024,2821,604,No,12.5,33
RXA,Northgate Nhs Foundation Trust,North West,ENT,01/03/2024,4349,1179,No,20.8,277
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,General Surgery,01/09/2024,2499,452,No,15.9,27
RXC,Riverside University Hospitals Trust,London,Cardiology,01/04/2023,6030,1737,No,12.9,241
RXF,Harborview Nhs Foundation Trust,South West,ENT,01/07/2024,5022,2207,No,13,267
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,Dermatology,01/10/2023,2815,870,No,14.4,0
RXA,Northgate Nhs Foundation Trust,North West,ENT,01/05/2023,3966,1648,No,7.5,55
RXB,Eastfield General Hospitals Trust,East Of England,ENT,01/03/2023,5181,2495,No,10.7,328
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,T&O,01/10/2024,4082,1450,No,14,258
RXA,Northgate Nhs Foundation Trust,North West,T&O,01/12/2023,2735,1179,No,12.7,54
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,ENT,01/03/2023,1866,556,No,9.8,110
RXD,Kingswood Nhs Foundation Trust,South East,Gastroenterology,01/07/2024,2557,1201,No,16.4,110
RXA,Northgate Nhs Foundation Trust,North West,Dermatology,01/01/2023,2358,1193,No,18.5,182
RXH,Sherbourne Nhs Foundation Trust,North East,Gastroenterology,01/05/2023,1889,607,No,12.2,90
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,Gastroenterology,01/04/2023,2838,562,No,7.7,36
RXF,Harborview Nhs Foundation Trust,South West,ENT,01/12/2023,4668,2488,No,14.9,315
RXA,Northgate Nhs Foundation Trust,North West,T&O,01/09/2024,2900,1095,No,16,185
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,Urology,01/05/2023,2755,726,No,14.3,76
RXE,Vale Of Aldern Nhs Trust,West Midlands,ENT,01/09/2024,3159,1208,No,10.7,232
RXA,Northgate Nhs Foundation Trust,North West,Ophthalmology,01/05/2023,3878,1362,No,13.4,239
RXB,Eastfield General Hospitals Trust,East Of England,Urology,01/09/2023,5148,1290,No,17.9,184
RXE,Vale Of Aldern Nhs Trust,West Midlands,Dermatology,01/07/2024,4733,2244,No,21.1,222
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,Ophthalmology,01/01/2024,5473,2947,No,12.2,189
RXB,Eastfield General Hospitals Trust,East Of England,Ophthalmology,01/04/2023,1923,584,No,10,49
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,Urology,01/04/2024,2920,1004,No,11.9,194
RXD,Kingswood Nhs Foundation Trust,South East,Gastroenterology,01/09/2023,2469,929,No,13.8,182
RXC,Riverside University Hospitals Trust,London,ENT,01/01/2024,3562,1621,No,10.3,99
RXC,Riverside University Hospitals Trust,London,Cardiology,01/12/2024,6453,2256,No,10.2,139
RXF,Harborview Nhs Foundation Trust,South West,Cardiology,01/02/2023,2394,689,No,8.3,61
RXF,Harborview Nhs Foundation Trust,South West,Ophthalmology,01/02/2023,3081,341,No,6.7,58
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,T&O,01/09/2023,4185,189,Yes,13.1,17
RXB,Eastfield General Hospitals Trust,East Of England,Ophthalmology,01/10/2024,2352,882,No,14.1,80
RXB,Eastfield General Hospitals Trust,East Of England,Cardiology,01/08/2023,1183,419,No,12.7,46
RXD,Kingswood Nhs Foundation Trust,South East,ENT,01/02/2023,5736,1476,No,12.4,199
RXB,Eastfield General Hospitals Trust,East Of England,Ophthalmology,01/02/2024,1594,564,No,19.3,59
RXC,Riverside University Hospitals Trust,London,Cardiology,01/05/2023,6258,2792,No,10.5,146
RXA,Northgate Nhs Foundation Trust,North West,Urology,01/03/2024,770,298,No,18.5,33
RXF,Harborview Nhs Foundation Trust,South West,General Surgery,01/11/2023,5735,1038,No,14,136
RXH,Sherbourne Nhs Foundation Trust,North East,Urology,01/03/2023,3842,775,No,14.2,75
RXD,Kingswood Nhs Foundation Trust,South East,Cardiology,01/01/2024,2542,978,No,21.9,58
RXH,Sherbourne Nhs Foundation Trust,North East,Urology,01/03/2024,4258,1275,No,8.5,195
RXA,Northgate Nhs Foundation Trust,North West,T&O,01/01/2024,2894,547,No,17.7,71
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,T&O,01/05/2023,4377,1065,No,9.7,279
RXA,Northgate Nhs Foundation Trust,North West,General Surgery,01/03/2023,1656,583,No,11.8,54
RXD,Kingswood Nhs Foundation Trust,South East,Urology,01/11/2023,1672,561,No,14.6,74
RXC,Riverside University Hospitals Trust,London,Dermatology,01/05/2023,3486,2080,No,11.6,125
RXC,Riverside University Hospitals Trust,London,Cardiology,01/06/2024,6366,908,No,17.3,85
RXB,Eastfield General Hospitals Trust,East Of England,Cardiology,01/09/2024,1497,552,No,16.2,56
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,Gastroenterology,01/06/2024,2749,844,No,12.9,120
RXH,Sherbourne Nhs Foundation Trust,North East,Ophthalmology,01/11/2024,4566,2092,No,14.5,93
RXH,Sherbourne Nhs Foundation Trust,North East,Cardiology,01/06/2023,5513,1335,No,13.8,242
RXA,Northgate Nhs Foundation Trust,North West,Dermatology,01/10/2024,2642,1143,No,15.1,206
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,Ophthalmology,01/12/2024,5618,2073,No,10.4,163
RXE,Vale Of Aldern Nhs Trust,West Midlands,Cardiology,01/01/2023,3951,1513,No,11.5,313
RXA,Northgate Nhs Foundation Trust,North West,Urology,01/04/2024,789,294,No,17.9,42
RXH,Sherbourne Nhs Foundation Trust,North East,Gastroenterology,01/06/2024,1960,820,No,20.8,104
RXF,Harborview Nhs Foundation Trust,South West,ENT,01/03/2023,5096,1897,No,8.8,347
RXE,Vale Of Aldern Nhs Trust,West Midlands,Gastroenterology,01/01/2023,4150,1047,No,11.3,174
RXE,Vale Of Aldern Nhs Trust,West Midlands,Ophthalmology,01/09/2023,2604,1199,No,16.5,210
RXC,Riverside University Hospitals Trust,London,Dermatology,01/08/2023,3599,950,No,15.5,182
RXD,Kingswood Nhs Foundation Trust,South East,Gastroenterology,01/12/2023,2686,959,No,15.5,102
RXF,Harborview Nhs Foundation Trust,South West,T&O,01/01/2024,4840,2685,No,12.4,276
RXE,Vale Of Aldern Nhs Trust,West Midlands,Cardiology,01/12/2024,4386,1431,No,13.5,235
RXA,Northgate Nhs Foundation Trust,North West,Cardiology,01/10/2024,6201,1667,No,7.8,109
RXF,Harborview Nhs Foundation Trust,South West,ENT,01/06/2024,4894,1836,No,9.3,121
RXA,Northgate Nhs Foundation Trust,North West,Cardiology,01/06/2024,6026,1665,No,12.7,257
RXC,Riverside University Hospitals Trust,London,Gastroenterology,01/06/2024,2702,1003,No,14.6,108
RXA,Northgate Nhs Foundation Trust,North West,Gastroenterology,01/10/2024,6214,1848,No,11.8,276
RXA,Northgate Nhs Foundation Trust,North West,Urology,01/05/2024,895,359,No,14.8,40
RXH,Sherbourne Nhs Foundation Trust,North East,ENT,01/05/2023,5493,979,No,10.4,36
RXB,Eastfield General Hospitals Trust,East Of England,Ophthalmology,01/11/2023,2010,408,No,12.3,26
RXF,Harborview Nhs Foundation Trust,South West,T&O,01/06/2024,4639,437,No,17.5,56
RXD,Kingswood Nhs Foundation Trust,South East,Dermatology,01/09/2023,2313,174,Yes,14.6,15
RXF,Harborview Nhs Foundation Trust,South West,ENT,01/05/2024,4768,1634,No,10.6,267
RXB,Eastfield General Hospitals Trust,East Of England,Urology,01/12/2024,5149,1983,No,14.7,439
RXH,Sherbourne Nhs Foundation Trust,North East,Ophthalmology,01/02/2024,4479,2265,No,11.5,40
RXC,Riverside University Hospitals Trust,London,Urology,01/10/2023,5770,1832,No,13.7,472
RXE,Vale Of Aldern Nhs Trust,West Midlands,Ophthalmology,01/11/2024,2642,595,No,15.7,45
RXF,Harborview Nhs Foundation Trust,South West,Ophthalmology,01/01/2024,2984,1026,No,12.9,153
RXA,Northgate Nhs Foundation Trust,North West,Urology,01/09/2023,732,277,No,12.5,43
RXH,Sherbourne Nhs Foundation Trust,North East,General Surgery,01/04/2024,945,425,No,18.9,39
RXB,Eastfield General Hospitals Trust,East Of England,Urology,01/08/2024,5093,1296,No,17.3,81
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,T&O,01/08/2024,3852,1372,No,17.2,312
RXF,Harborview Nhs Foundation Trust,South West,ENT,01/09/2023,4972,1267,No,16.4,138
RXC,Riverside University Hospitals Trust,London,Dermatology,01/04/2024,3737,958,No,17.7,76
RXE,Vale Of Aldern Nhs Trust,West Midlands,ENT,01/03/2024,3295,920,No,15.4,160
RXC,Riverside University Hospitals Trust,London,Dermatology,01/04/2023,3543,1205,No,14.7,113
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,T&O,01/01/2023,4364,1325,No,13.1,140
RXC,Riverside University Hospitals Trust,London,T&O,01/06/2023,4626,2080,No,17.3,195
RXD,Kingswood Nhs Foundation Trust,South East,T&O,01/11/2024,5599,2104,No,12.9,257
RXE,Vale Of Aldern Nhs Trust,West Midlands,Cardiology,01/09/2023,4031,1540,No,17.1,202
RXE,Vale Of Aldern Nhs Trust,West Midlands,Ophthalmology,01/07/2024,2574,1407,No,17.1,130
RXD,Kingswood Nhs Foundation Trust,South East,ENT,01/06/2024,5820,2853,No,12,461
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,Urology,01/09/2024,2894,655,No,18.6,138
RXB,Eastfield General Hospitals Trust,East Of England,ENT,01/07/2024,4923,2213,No,10.9,199
RXE,Vale Of Aldern Nhs Trust,West Midlands,ENT,01/07/2024,3153,704,No,11.5,149
RXD,Kingswood Nhs Foundation Trust,South East,Ophthalmology,01/03/2024,1652,807,No,17,23
RXH,Sherbourne Nhs Foundation Trust,North East,Gastroenterology,01/11/2023,1853,628,No,14.7,51
RXB,Eastfield General Hospitals Trust,East Of England,Gastroenterology,01/02/2023,1069,305,No,14.5,39
RXH,Sherbourne Nhs Foundation Trust,North East,Urology,01/05/2024,4151,1260,No,14.5,0
RXC,Riverside University Hospitals Trust,London,General Surgery,01/03/2024,4689,1259,No,7.7,135
RXH,Sherbourne Nhs Foundation Trust,North East,Cardiology,01/08/2023,5617,2043,No,14.4,107
RXD,Kingswood Nhs Foundation Trust,South East,T&O,01/06/2023,5759,2236,No,12.6,204
RXH,Sherbourne Nhs Foundation Trust,North East,Cardiology,01/07/2023,5291,1880,No,9.7,189
RXF,Harborview Nhs Foundation Trust,South West,Urology,01/04/2024,3499,1476,No,13,163
RXE,Vale Of Aldern Nhs Trust,West Midlands,Gastroenterology,01/06/2023,4022,1172,No,12.9,211
RXF,Harborview Nhs Foundation Trust,South West,ENT,01/10/2023,4802,1419,No,14.6,249
RXE,Vale Of Aldern Nhs Trust,West Midlands,Cardiology,01/12/2023,4408,1574,No,10,66
RXD,Kingswood Nhs Foundation Trust,South East,Ophthalmology,01/12/2023,1695,296,No,10.3,8
RXF,Harborview Nhs Foundation Trust,South West,ENT,01/02/2024,4775,892,No,13.5,89
RXE,Vale Of Aldern Nhs Trust,West Midlands,General Surgery,01/10/2024,2873,718,No,11.4,75
RXB,Eastfield General Hospitals Trust,East Of England,ENT,01/05/2024,4871,1074,No,11,203
RXF,Harborview Nhs Foundation Trust,South West,General Surgery,01/09/2023,5497,2270,No,14.8,16
RXE,Vale Of Aldern Nhs Trust,West Midlands,Urology,01/05/2024,3100,898,No,16.9,13
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,Dermatology,01/02/2023,3144,1180,No,12.7,97
