Trust_Code,Trust_Name,Region,Specialty,Reporting_Month,Patients_Waiting,Median_Wait_Weeks,Number_Waiting_Over_18_Weeks,Number_Waiting_Over_52_Weeks,RTT_18wk_Standard_Met
RXB,Eastfield General Hospitals Trust,East of England,gastroenterology,2024-01,618,8,252,32,No
RXB,Eastfield General Hospitals Trust,East of England,general surgery,2024-04,1680,13.1,469,36,No
RXF, Harborview NHS Foundation Trust ,South West,Gastro,2023-11,5974,10.8,2471,98,No
RXG,Meadowbrook University Hospitals Trust,Yorkshire and the Humber,Urology,2023-12,2758,,694,130,No
RXB,Eastfield General Hospitals Trust,East of England,Gastroenterology ,Jun-23,1075,16.2,327,30,No
RXB,Eastfield General Hospitals Trust,East of England,Gastroenterology ,Sep-23,975,10.4,403,77,No
RXH,Sherbourne NHS Foundation Trust,North East,E.N.T.,01/03/2023,5658,10.9,1366,173,No
RXH,Sherbourne NHS Foundation Trust,North East,Opthalmology,2023-11,4390,17.1,1481,0,No
RXC,Riverside University Hospitals Trust,London,Gastroenterology,01/12/2024,3063,14.3,925,164,No
RXD, Kingswood NHS Foundation Trust ,South East,General Surgery,2024-11,5736,13.2,1482,103,No
RXA,Northgate NHS Foundation Trust,North West,T&O,2023-09,2921,19.8,733,63,No
RXB,Eastfield General Hospitals Trust,East of England,urology ,2024-01,4842,17,1915,105,No
RXD,Kingswood NHS Foundation Trust,South East,Ophthalmology,2023-10,2051,9.8,497,25,No
RXA,Northgate NHS Foundation Trust,North West,Urology,2023-05,832,16.4,260,38,No
RXF,Harborview NHS Foundation Trust,South West,dermatology,Jul-23,2825,16.4,1157,0,No
RXH,Sherbourne NHS Foundation Trust,North East,ophthalmology ,01/09/2024,4357,16.2,1137,179,No
RXC,Riverside University Hospitals Trust,London,trauma & orthopaedics,Jan-23,4372,16,1090,205,No
RXF,Harborview NHS Foundation Trust,South West,Ophthalmology,Jul-24,"2,713",15.3,1358,212,No
RXH,Sherbourne NHS Foundation Trust,North East,Derm,01/05/2024,3476,9.9,533,45,No
RXB,Eastfield General Hospitals Trust,East of England,Gen Surgery,2023-09,1339,15.6,428,30,No
RXG,Meadowbrook University Hospitals Trust,Yorkshire and the Humber,Gastroenterology ,2024-09,2447,19.3,657,64,No
RXE,Vale of Aldern NHS Trust,West Midlands,Opthalmology,01/09/2024,2277,20.6,741,44,No
RXH, Sherbourne NHS Foundation Trust ,North East,cardiology,2023-11,5470,11.2,2175,88,No
RXG,Meadowbrook University Hospitals Trust,Yorkshire and the Humber,general surgery,2024-02,2353,12.7,697,95,No
RXH,Sherbourne NHS Foundation Trust,North East,Opthalmology,Jan-24,4330,14.6,1105,149,No
RXH,Sherbourne NHS Foundation Trust,North East,Cardiology,2024-12,5784,23.8,2082,394,No
RXH,Sherbourne NHS Foundation Trust,North East,General Surgery,2024-06,1224,12,527,49,No
RXC,Riverside University Hospitals Trust,London,Cardiology,Oct-23,6319,14.2,1278,173,No
RXH,Sherbourne NHS Foundation Trust,North East,cardiology,2024-10,5794,16.5,2913,261,No
RXB,Eastfield General Hospitals Trust,East of England,General Surgery,2024-09,1847,11.8,36,2,Yes
RXA,Northgate NHS Foundation Trust,North West,Dermatology ,2024-02,2316,10.2,853,120,No
RXA,Northgate NHS Foundation Trust,North West,ENT,2024-01,4240,11.4,1327,171,No
RXD,Kingswood NHS Foundation Trust,South East,cardiology,2024-07,2558,19.8,1214,141,No
RXA,Northgate NHS Foundation Trust,North West,Trauma and Orthopaedics,01/03/2023,2581,11,814,58,No
RXA,Northgate NHS Foundation Trust,North West,cardiology,01/05/2023,5694,18.7,2058,438,No
RXF,Harborview NHS Foundation Trust,South West,general surgery,2024-03,5876,18.6,1910,515,No
RXE,Vale of Aldern NHS Trust,West Midlands,General Surgery ,2023-09,2552,9.5,705,69,No
RXE,Vale of Aldern NHS Trust,West Midlands,Gen Surgery,2024-09,2637,16.8,1020,79,No
RXC,Riverside University Hospitals Trust,London,dermatology,2024-05,3747,14.8,1079,285,No
RXB,Eastfield General Hospitals Trust,East of England,urology ,2023-04,4854,2.4,1559,99,No
RXB, Eastfield General Hospitals Trust ,East of England,Cardiology,2024-10,1164,14.7,489,86,No
RXE,Vale of Aldern NHS Trust,West Midlands,Trauma & Orthopaedics,2023-04,5905,15.8,1158,174,No
RXE,Vale of Aldern NHS Trust,West Midlands,E.N.T.,2024-01,3074,10.4,843,109,No
RXG,Meadowbrook University Hospitals Trust,Yorkshire and the Humber,Dermatology ,2023-05,2872,11.6,1080,119,No
RXC,Riverside University Hospitals Trust,London,Gastroenterology,01/05/2024,3147,10.7,877,73,No
RXE,Vale of Aldern NHS Trust,West Midlands,Urology,01/04/2023,2938,14.5,1500,194,No
RXC,Riverside University Hospitals Trust,London,Ear Nose and Throat,2023-10,3284,15.9,1192,238,No
RXD,Kingswood NHS Foundation Trust,South East,ENT,Dec-24,5712,18.2,1480,312,No
RXF,Harborview NHS Foundation Trust,South West,trauma & orthopaedics,2024-08,4939,14.7,1650,109,No
RXC, Riverside University Hospitals Trust ,London,ophthalmology ,2024-09,2607,12.5,1079,82,No
RXF,Harborview NHS Foundation Trust,South West,Opthalmology,Mar-24,"2,821",12.5,604,33,No
RXA,Northgate NHS Foundation Trust,North West,ENT,Mar-24,4349,20.8,1179,277,No
RXG,Meadowbrook University Hospitals Trust,Yorkshire and the Humber,General Surgery,2024-09,2499,15.9,452,27,No
RXC,Riverside University Hospitals Trust,London, Cardiology,01/04/2023,6030,12.9,1737,241,No
RXF, Harborview NHS Foundation Trust ,South West,E.N.T.,2024-07,5022,,2207,267,No
RXG,Meadowbrook University Hospitals Trust,Yorkshire and the Humber,Dermatology,01/10/2023,2815,14.4,870,0,No
RXA,Northgate NHS Foundation Trust,North West,ENT,2023-05,3966,7.5,1648,55,No
RXB,Eastfield General Hospitals Trust,East of England,E.N.T.,2023-03,5181,10.7,2495,328,No
RXG,Meadowbrook University Hospitals Trust,Yorkshire and the Humber,Trauma & Orthopaedics,2024-10,4082,14,1450,258,No
RXA,Northgate NHS Foundation Trust,North West,Trauma & Orthopaedics,01/12/2023,2735,12.7,1179,54,No
RXG,Meadowbrook University Hospitals Trust,Yorkshire and the Humber,E.N.T.,2023-03,1866,9.8,556,110,No
RXD, Kingswood NHS Foundation Trust ,South East,Gastro,2024-07,2557,16.4,1201,110,No
RXA,Northgate NHS Foundation Trust,North West,Derm,Jan-23,2358,18.5,1193,182,No
RXH, Sherbourne NHS Foundation Trust ,North East,Gastro,2023-05,1889,12.2,607,90,No
RXG, Meadowbrook University Hospitals Trust ,Yorkshire and the Humber,Gastroenterology ,01/04/2023,2838,7.7,562,36,No
RXF,Harborview NHS Foundation Trust,South West,ent,2023-12,4668,14.9,2488,315,No
RXA, Northgate NHS Foundation Trust ,North West,T&O,2024-09,2900,16,1095,185,No
RXG,Meadowbrook University Hospitals Trust,Yorkshire and the Humber,urology ,2023-05,2755,14.3,726,76,No
RXE,Vale of Aldern NHS Trust,West Midlands,Ear Nose and Throat,Sep-24,3159,10.7,1208,232,No
RXA,Northgate NHS Foundation Trust,North West,Ophthalmology,May-23,3878,13.4,1362,239,No
RXB, Eastfield General Hospitals Trust ,East of England,Urology,2023-09,5148,17.9,1290,184,No
RXE,Vale of Aldern NHS Trust,West Midlands,Dermatology,2024-07,4733,21.1,2244,222,No
RXG,Meadowbrook University Hospitals Trust,Yorkshire and the Humber,Ophthalmology,2024-01,5473,12.2,2947,189,No
RXB,Eastfield General Hospitals Trust,East of England,ophthalmology ,01/04/2023,1923,10,584,49,No
RXG,Meadowbrook University Hospitals Trust,Yorkshire and the Humber,Urology,2024-04,2920,11.9,1004,194,No
RXD,Kingswood NHS Foundation Trust,South East,Gastroenterology ,2023-09,2469,13.8,929,182,No
RXC,Riverside University Hospitals Trust,London,E.N.T.,2024-01,3562,10.3,1621,99,No
RXC,Riverside University Hospitals Trust,London,Cardiology,2024-12,"6,453",10.2,2256,139,No
RXF,Harborview NHS Foundation Trust,South West,Cardiology,01/02/2023,2394,8.3,689,61,No
RXF,Harborview NHS Foundation Trust,South West,Opthalmology,2023-02,3081,6.7,341,58,No
RXG,Meadowbrook University Hospitals Trust,Yorkshire and the Humber,Trauma & Orthopaedics,2023-09,4185,13.1,189,17,Yes
RXB,Eastfield General Hospitals Trust,East of England,Ophthalmology,Oct-24,2352,,882,80,No
RXB,EASTFIELD GENERAL HOSPITALS TRUST,East of England,cardiology,2023-08,1183,12.7,419,46,No
RXD,KINGSWOOD NHS FOUNDATION TRUST,South East,Ear Nose and Throat,01/02/2023,5736,12.4,1476,199,No
RXB,EASTFIELD GENERAL HOSPITALS TRUST,East of England,Ophthalmology,2024-02,1594,19.3,564,59,No
RXH,Sherbourne NHS Foundation Trust,North East,dermatology,Jun-24,3073,13.3,1229,81,No
RXC,Riverside University Hospitals Trust,London,cardiology,2023-05,6258,10.5,2792,146,No
RXA,Northgate NHS Foundation Trust,North West,Urology,2024-03,770,18.5,298,33,No
RXF,Harborview NHS Foundation Trust,South West,General Surgery ,2023-11,5735,14,1038,136,No
RXH,Sherbourne NHS Foundation Trust,North East,Urology,2023-03,3842,14.2,775,75,No
RXD,Kingswood NHS Foundation Trust,South East,Cardiology,2024-01,2542,21.9,978,58,No
RXH,Sherbourne NHS Foundation Trust,,Urology,2024-03,4258,8.5,1275,195,No
RXA,Northgate NHS Foundation Trust,North West,trauma & orthopaedics,2024-01,2894,17.7,547,71,No
RXG,Meadowbrook University Hospitals Trust,Yorkshire and the Humber,T&O,2023-05,4377,9.7,1065,279,No
RXA,Northgate NHS Foundation Trust,North West,Gen Surgery,2023-03,1656,11.8,583,54,No
RXD,Kingswood NHS Foundation Trust,South East,Urology,2023-11,1672,14.6,561,74,No
RXC,Riverside University Hospitals Trust,London,Dermatology ,2023-05,3486,11.6,2080,125,No
RXC,Riverside University Hospitals Trust,London,Cardiology,2024-06,6366,17.3,908,85,No
RXB,Eastfield General Hospitals Trust,East of England,cardiology,01/09/2024,1497,16.2,552,56,No
RXG,Meadowbrook University Hospitals Trust,Yorkshire and the Humber,Gastroenterology,01/06/2024,2749,12.9,844,120,No
RXH,SHERBOURNE NHS FOUNDATION TRUST,North East,Opthalmology,2024-11,4566,14.5,2092,93,No
RXH,Sherbourne NHS Foundation Trust,North East,Cardiology,2023-06,5513,13.8,1335,242,No
RXA,Northgate NHS Foundation Trust,North West,Derm,Oct-24,2642,15.1,1143,206,No
RXG,Meadowbrook University Hospitals Trust,Yorkshire and the Humber,Ophthalmology,2024-12,5618,10.4,2073,163,No
RXE,Vale of Aldern NHS Trust,West Midlands,Cardiology,Jan-23,3951,11.5,1513,313,No
RXA,Northgate NHS Foundation Trust,North West,urology ,Apr-24,789,17.9,294,42,No
RXH,Sherbourne NHS Foundation Trust,North East,gastroenterology,Jun-24,1960,20.8,820,104,No
RXF,Harborview NHS Foundation Trust,South West,E.N.T.,01/03/2023,5096,8.8,1897,347,No
RXE,Vale of Aldern NHS Trust,West Midlands,Gastroenterology,2023-01,4150,11.3,1047,174,No
RXE,Vale of Aldern NHS Trust,West Midlands,Opthalmology,2023-09,2604,16.5,1199,210,No
RXC,Riverside University Hospitals Trust,London,Derm,01/08/2023,3599,15.5,950,182,No
RXD,Kingswood NHS Foundation Trust,South East,gastroenterology,Dec-23,2686,15.5,959,102,No
RXF,Harborview NHS Foundation Trust,South West,T&O,Jan-24,4840,12.4,2685,276,No
RXE,Vale of Aldern NHS Trust,West Midlands,Cardiology,01/12/2024,4386,13.5,1431,235,No
RXA,Northgate NHS Foundation Trust,North West,cardiology,2024-10,6201,7.8,1667,109,No
RXF,Harborview NHS Foundation Trust,South West,ENT,2024-06,4894,9.3,1836,121,No
RXA,Northgate NHS Foundation Trust,North West,Cardiology,2024-06,6026,12.7,1665,257,No
RXC,RIVERSIDE UNIVERSITY HOSPITALS TRUST,London,gastroenterology,Jun-24,2702,14.6,1003,108,No
RXA,Northgate NHS Foundation Trust,North West,Gastroenterology,2024-10,6214,11.8,1848,276,No
RXA, Northgate NHS Foundation Trust ,North West,Urology,2024-05,895,14.8,359,40,No
RXH,Sherbourne NHS Foundation Trust,North East,ENT,May-23,5493,10.4,979,36,No
RXB,Eastfield General Hospitals Trust,East of England,Opthalmology,2023-11,2010,12.3,408,26,No
RXF,Harborview NHS Foundation Trust,South West,trauma & orthopaedics,2024-06,4639,17.5,437,56,No
RXD,Kingswood NHS Foundation Trust,South East,Derm,2023-09,2313,14.6,174,15,Yes
RXF,HARBORVIEW NHS FOUNDATION TRUST,South West,ent,01/05/2024,4768,10.6,1634,267,No
RXB,Eastfield General Hospitals Trust,East of England,Urology,2024-12,5149,14.7,1983,439,No
RXH,Sherbourne NHS Foundation Trust,North East,ophthalmology ,01/02/2024,4479,11.5,2265,40,No
RXC,Riverside University Hospitals Trust,London,urology ,2023-10,5770,13.7,1832,472,No
RXE,Vale of Aldern NHS Trust,West Midlands,Ophthalmology,2024-11,2642,15.7,595,45,No
RXF,Harborview NHS Foundation Trust,South West,Ophthalmology,2024-01,2984,12.9,1026,153,No
RXA,Northgate NHS Foundation Trust,North West,Urology,Sep-23,732,12.5,277,43,No
RXH,Sherbourne NHS Foundation Trust,North East,General Surgery,2024-04,945,18.9,425,39,No
RXB,Eastfield General Hospitals Trust,East of England,Urology,2024-08,5093,17.3,1296,81,No
RXG, Meadowbrook University Hospitals Trust ,Yorkshire and the Humber,T&O,2024-08,"3,852",17.2,1372,312,No
RXF,Harborview NHS Foundation Trust,South West,Ear Nose and Throat,2023-09,4972,16.4,1267,138,No
RXC,Riverside University Hospitals Trust,London,dermatology,01/04/2024,3737,17.7,958,76,No
RXE,VALE OF ALDERN NHS TRUST,West Midlands,E.N.T.,2024-03,3295,15.4,920,160,No
RXC,Riverside University Hospitals Trust,London,dermatology,2023-04,3543,14.7,1205,113,No
RXG,Meadowbrook University Hospitals Trust,Yorkshire and the Humber,Trauma and Orthopaedics,01/01/2023,4364,13.1,1325,140,No
RXC,Riverside University Hospitals Trust,London,Trauma and Orthopaedics,2023-06,4626,17.3,2080,195,No
RXD,Kingswood NHS Foundation Trust,South East,Trauma & Orthopaedics,Nov-24,5599,12.9,2104,257,No
RXE,VALE OF ALDERN NHS TRUST,West Midlands, Cardiology,01/09/2023,4031,17.1,1540,202,No
RXE,Vale of Aldern NHS Trust,West Midlands,Opthalmology,2024-07,2574,17.1,1407,130,No
RXD,Kingswood NHS Foundation Trust,South East,ENT,2024-06,5820,12,2853,461,No
RXG,Meadowbrook University Hospitals Trust,Yorkshire and the Humber,Urology,Sep-24,2894,18.6,655,138,No
RXB,Eastfield General Hospitals Trust,East of England,ent,Jul-24,4923,10.9,2213,199,No
RXE,Vale of Aldern NHS Trust,West Midlands,ent,01/07/2024,3153,11.5,704,149,No
RXD,Kingswood NHS Foundation Trust,South East,Opthalmology,2024-03,1652,17,807,23,No
RXH,Sherbourne NHS Foundation Trust,North East,Gastroenterology,2023-11,1853,,628,51,No
RXB,Eastfield General Hospitals Trust,East of England,Gastroenterology,2023-02,1069,14.5,305,39,No
RXH,Sherbourne NHS Foundation Trust,North East,Urology,2024-05,4151,14.5,1260,0,No
RXC,Riverside University Hospitals Trust,London,general surgery,2024-03,4689,7.7,1259,135,No
RXH, Sherbourne NHS Foundation Trust ,North East,Cardiology,2023-08,5617,14.4,2043,107,No
RXD,Kingswood NHS Foundation Trust,South East,T&O,2023-06,5759,12.6,2236,204,No
RXC, Riverside University Hospitals Trust ,London,cardiology,Jan-23,6040,9.4,3466,511,No
RXH, Sherbourne NHS Foundation Trust ,North East,cardiology,Jul-23,5291,9.7,1880,189,No
RXF,Harborview NHS Foundation Trust,South West,urology ,Apr-24,3499,,1476,163,No
RXE,Vale of Aldern NHS Trust,West Midlands,Gastroenterology,01/06/2023,4022,12.9,1172,211,No
RXF, Harborview NHS Foundation Trust ,South West,Ear Nose and Throat,2023-10,4802,14.6,1419,249,No
RXE,Vale of Aldern NHS Trust,West Midlands,Cardiology,2023-12,4408,10,1574,66,No
RXD,Kingswood NHS Foundation Trust,South East,Ophthalmology,2023-12,1695,10.3,296,8,No
RXF,Harborview NHS Foundation Trust,South West,ENT,Feb-24,4775,13.5,892,89,No
RXE,Vale of Aldern NHS Trust,West Midlands,Gen Surgery,Oct-24,2873,11.4,718,75,No
RXB,Eastfield General Hospitals Trust,East of England,ent,2024-05,4871,11,1074,203,No
RXF,Harborview NHS Foundation Trust,South West,general surgery,Sep-23,5497,14.8,2270,16,No
RXE,Vale of Aldern NHS Trust,West Midlands,urology ,2024-05,3100,16.9,898,13,No
RXG,Meadowbrook University Hospitals Trust,Yorkshire and the Humber,Dermatology,2023-02,3144,12.7,1180,97,No
